year,month,day,close,start,high,low,volume
2019,8,6,253.41,250.85,257.04,250.24,"123,168"
2019,8,5,257.19,261.1,261.4,256.76,"131,043"
2019,8,2,262.99,262.61,263.94,261.75,"99,664"
2019,8,1,265.73,264.97,267.44,264.47,"72,578"
2019,7,31,266.34,268.46,269.14,265,"96,236"
2019,7,30,268.95,268.69,269.79,268.33,"64,530"
2019,7,29,267.75,271.21,271.91,267.07,"78,754"
2019,7,26,272.25,271.41,272.56,270.57,"89,843"
2019,7,25,273.04,274.08,274.62,271.25,"95,653"
2019,7,24,273.22,275.12,276.48,272.91,"84,289"
2019,7,23,275.92,274.93,276.56,274.84,"95,081"
2019,7,22,274.55,273.9,275.35,273.57,"60,910"
2019,7,19,274.55,272.71,274.95,272.21,"87,943"
2019,7,18,270.67,271.05,271.63,269.73,"80,139"
2019,7,17,271.48,272.13,272.28,270.29,"117,946"
2019,7,16,274.05,272.79,274.54,272.14,"137,055"
2019,7,15,272.64,272.06,273.38,270.99,"83,606"
2019,7,12,272.68,272.21,273.23,271.28,"55,657"
2019,7,11,271.78,270.58,272.97,270.46,"107,369"
2019,7,10,268.75,269.29,270.33,268.6,"67,511"
2019,7,9,267.72,269.6,270.22,267.72,"71,885"
2019,7,8,268.55,271.38,271.67,268.38,"75,098"
2019,7,5,274.35,274.74,275.23,272.41,"60,022"
2019,7,4,274.54,273.18,274.61,271.93,"77,523"
2019,7,3,272.37,275.57,276.69,271.9,"97,523"
2019,7,2,275.97,276.06,277.46,274.63,"65,542"
2019,7,1,277.27,279.59,279.68,276.85,"74,357"
2019,6,28,277.5,278.03,278.56,276.58,"67,598"
2019,6,27,277.75,275.47,278.63,275.09,"66,303"
2019,6,26,275.53,275.21,276.36,274.66,"58,818"
2019,6,25,275.28,275.33,277.02,274.19,"60,507"
2019,6,24,275.58,275.91,276.73,275.13,"55,539"
2019,6,21,275.48,276.17,276.26,274.6,"77,279"
2019,6,20,276.01,274.63,276.09,274.43,"55,336"
2019,6,19,275.31,274.4,275.6,274.08,"69,734"
2019,6,18,271.36,269.77,271.87,269.77,"65,723"
2019,6,17,270.09,269.83,271.59,269.14,"57,064"
2019,6,14,270.48,270.19,271.55,268.96,"66,715"
2019,6,13,271.13,271.96,272.46,268.38,"95,795"
2019,6,12,272.74,273.14,274.32,272,"66,921"
2019,6,11,273.21,271.48,273.69,271.24,"61,243"
2019,6,10,272.1,270.32,272.2,268.68,"60,890"
2019,6,7,268.27,267.97,269.63,266.27,"67,967"
2019,6,5,267.99,270.1,270.46,267.46,"67,511"
2019,6,4,267.66,267.84,268.47,266.72,"70,289"
2019,6,3,268.16,262.68,268.55,262.33,"83,610"
2019,5,31,263.89,262.48,265.21,261.53,"77,788"
2019,5,30,263.93,261.58,264.23,261.58,"70,345"
2019,5,29,261.37,264.1,264.1,260.22,"82,788"
2019,5,28,264.7,264.38,266.16,263.27,"147,263"
2019,5,27,264.4,264.18,265.85,263.17,"53,143"
2019,5,24,264.42,264.7,266.11,263.1,"67,234"
2019,5,23,266.38,266.4,267.12,264.5,"71,658"
2019,5,22,266.65,267.01,267.6,263.95,"61,655"
2019,5,21,266.12,265.25,268.55,264.79,"81,020"
2019,5,20,264.96,265.9,267.65,264.33,"64,227"
2019,5,17,264.35,267.85,268.06,263.94,"75,096"
2019,5,16,265.99,269.83,269.96,265.24,"75,960"
2019,5,15,269.64,268.42,271,267.62,"77,018"
2019,5,14,268.57,266.03,270.42,265.55,"82,188"
2019,5,13,268.72,269.8,271.54,268.55,"66,867"
2019,5,10,272.06,273.37,274.32,269.71,"89,435"
2019,5,9,271,278.83,279.63,271,"124,008"
2019,5,8,280.15,277.85,281.84,277.84,"75,003"
2019,5,7,281.31,280.89,281.66,278.95,"97,722"
2019,5,3,283.67,285.64,285.95,283.14,"67,794"
2019,5,2,286.12,283.37,286.87,283.14,"84,185"
2019,4,30,284.92,286.25,286.59,282.61,"77,990"
2019,4,29,286.79,282,286.79,281.81,"66,981"
2019,4,26,281.34,280.86,282.47,279.7,"76,725"
2019,4,25,282.83,282.8,284.22,281.9,"74,577"
2019,4,24,283.7,287.82,287.82,281.96,"88,608"
2019,4,23,286.47,285.85,286.83,285.42,"67,375"
2019,4,22,285.87,286.06,287.59,284.52,"55,190"
2019,4,19,285.89,287.18,287.48,285.72,"63,866"
2019,4,18,285.82,290.88,291.15,285.38,"89,653"
2019,4,17,290.33,290.68,291.21,289.84,"72,665"
2019,4,16,290.62,289.18,290.76,288.77,"96,134"
2019,4,15,289.38,289.54,290.74,289.12,"80,434"
2019,4,12,288.37,286.89,288.62,285.83,"69,060"
2019,4,11,287.42,288.33,288.71,286.38,"84,683"
2019,4,10,287.92,285.44,288.01,285.1,"75,079"
2019,4,9,286.71,286.51,288.02,285.38,"66,225"
2019,4,8,286.38,287.78,287.83,285.09,"64,574"
2019,4,5,286.68,286.03,287.53,285.93,"64,885"
2019,4,4,286.15,285.29,287.75,284.97,"73,803"
2019,4,3,285.65,281.88,285.65,281.22,"91,590"
2019,4,2,281.72,281.67,282.47,281,"72,185"
2019,4,1,280.32,278.41,280.93,278.41,"76,674"
2019,3,29,276.48,276.33,277.01,274.32,"82,279"
2019,3,28,275.08,275.02,276.2,273.9,"66,917"
2019,3,27,277.28,277.01,278.16,274.87,"67,774"
2019,3,26,277.6,278.43,278.49,276.91,"65,751"
2019,3,25,277.45,279.12,279.21,277.19,"77,320"
2019,3,22,283.13,283.92,284.55,282.09,"117,734"
2019,3,21,282.38,281.14,284.39,280.63,"97,093"
2019,3,20,279.92,278.84,280.07,276.34,"61,168"
2019,3,19,279.82,280.3,280.4,278.63,"55,395"
2019,3,18,279.93,280.27,280.77,278.92,"60,901"
2019,3,15,279.87,276.42,280.5,276.31,"123,126"
2019,3,14,276.64,276.79,277.4,274.78,"95,822"
2019,3,13,276,276.92,277.12,274.04,"61,495"
2019,3,12,277.73,277.41,278.48,276.94,"63,959"
2019,3,11,275.06,275.5,276.28,273.88,"64,827"
2019,3,8,274.84,277.18,278,274.84,"71,640"
2019,3,7,278.87,279.33,280.98,277.44,"78,636"
2019,3,6,279.85,280.09,280.26,278.72,"75,225"
2019,3,5,280.45,281.42,281.89,279.53,"78,805"
2019,3,4,282.51,286.12,286.68,282.16,"107,549"
2019,2,28,283.8,288.13,288.62,283.8,"129,089"
2019,2,27,288.76,288.9,289.41,288.09,"72,744"
2019,2,26,287.89,288.52,289.2,287.06,"81,326"
2019,2,25,289,290.19,290.32,287.84,"73,420"
2019,2,22,288.74,287.29,288.74,286.54,"70,343"
2019,2,21,288.41,287.43,289.28,286.05,"88,241"
2019,2,20,288.4,286.55,289.22,286.21,"88,583"
2019,2,19,284.91,285.36,286.12,283.16,"62,750"
2019,2,18,285.9,285.6,287.02,284.64,"73,483"
2019,2,15,283.98,286.42,286.42,282.81,"77,188"
2019,2,14,288.68,284.25,288.68,282.91,"112,395"
2019,2,13,284.97,285.09,285.59,284.13,"93,292"
2019,2,12,283.69,282.12,284.32,281.43,"92,107"
2019,2,11,282.1,281.75,282.19,280.02,"79,974"
2019,2,8,281.49,283.85,284.01,280.95,"88,711"
2019,2,7,285.65,287.54,287.67,284.97,"100,691"
2019,2,1,285.79,287.07,288.34,285.43,"114,631"
2019,1,31,285.89,288.85,288.87,285.89,"153,504"
2019,1,30,286.62,282.86,286.63,282.24,"134,732"
2019,1,29,283,281.12,283,279.65,"130,944"
2019,1,28,281.64,282.56,283.46,280.47,"95,967"
2019,1,25,281.67,277.3,281.72,277.04,"115,510"
2019,1,24,276.61,274.1,276.64,273.74,"132,858"
2019,1,23,273.87,271.35,274.51,271.03,"99,956"
2019,1,22,272.71,274.08,274.6,271.45,"68,867"
2019,1,21,274,274.99,275.14,272.29,"86,547"
2019,1,18,273.88,273.02,273.95,272.56,"78,968"
2019,1,17,271.88,271.66,273.05,270.81,"86,748"
2019,1,16,271.23,269.96,271.28,269.05,"100,498"
2019,1,15,269.93,265.62,270.02,265.37,"87,170"
2019,1,14,264.99,266.22,266.7,264.23,"74,929"
2019,1,11,267.13,266.58,267.58,265.56,"81,084"
2019,1,10,265.55,265.73,266.85,264.61,"99,827"
2019,1,9,265.6,260.95,266.05,260.87,"98,747"
2019,1,8,259.65,261.29,262.43,259.39,"86,910"
2019,1,7,261.57,261.11,263.13,260.76,"92,321"
2019,1,4,257.89,255.62,258.12,254.55,"91,200"
2019,1,3,255.77,258.19,258.7,255.35,"90,521"
2019,1,2,258.23,263.35,263.77,257.47,"69,950"
2018,12,28,261.98,261.61,262.85,261.27,"62,701"
2018,12,27,260.57,261.53,261.71,259.73,"84,457"
2018,12,26,260.98,261.09,262.49,259.35,"92,493"
2018,12,24,264.45,263.51,265.09,262.96,"61,962"
2018,12,21,265.06,263.66,265.06,263.15,"92,600"
2018,12,20,264.81,265.13,266.34,263.12,"81,336"
2018,12,19,267.31,266.02,267.55,265.26,"81,750"
2018,12,18,265.18,264.42,266.83,263.93,"90,335"
2018,12,17,266.33,265.81,267.19,265.41,"71,454"
2018,12,14,265.55,269.69,269.69,264.44,"99,732"
2018,12,13,269.41,269.07,271.06,268.22,"145,056"
2018,12,12,268.47,266,268.84,265.55,"83,688"
2018,12,11,264.69,265.87,265.99,263.87,"70,036"
2018,12,10,265.35,264.55,266.2,263.63,"77,297"
2018,12,7,268.28,268.97,269.66,267.03,"68,450"
2018,12,6,267.18,270.18,270.18,266.61,"86,093"
2018,12,5,271.49,269.53,272.38,269.47,"75,635"
2018,12,4,273.29,275.08,275.72,272.03,"80,802"
2018,12,3,276.18,275.7,276.98,273.59,"89,066"
2018,11,30,271.35,274.53,275.51,270.88,"137,531"
2018,11,29,274.16,277.08,277.54,273.4,"80,653"
2018,11,28,273.45,272.64,273.53,271.35,"79,830"
2018,11,27,272.08,270.9,272.47,269.27,"71,913"
2018,11,26,269.79,266.43,269.95,266.41,"75,646"
2018,11,23,266.33,268.12,268.54,264.86,"58,347"
2018,11,22,267.76,268.51,269.11,267.15,"64,407"
2018,11,21,268.27,265.96,268.49,264.95,"81,838"
2018,11,20,269.58,268.54,270.58,268.54,"80,899"
2018,11,19,272.31,272.01,274.05,270.83,"75,007"
2018,11,16,271.65,272.95,273.52,271.06,"74,598"
2018,11,15,271.54,267.93,271.69,267.68,"74,357"
2018,11,14,268.88,269.58,270.01,267.75,"87,328"
2018,11,13,269.7,267.03,269.89,264.63,"88,280"
2018,11,12,271.57,268.66,272.27,268.64,"78,004"
2018,11,9,271.33,272.25,273.57,270.85,"80,923"
2018,11,8,272.11,274.88,276.34,272.07,"99,216"
2018,11,7,270.45,271.43,273.79,269.77,"119,321"
2018,11,6,271.57,271.01,272.01,268.57,"77,834"
2018,11,5,270.07,270.22,270.45,266.67,"81,491"
2018,11,2,272.56,266.16,272.79,265.82,"111,231"
2018,11,1,262.95,264.72,266.97,262.77,"102,278"
2018,10,31,264.01,263.55,264.14,261.03,"107,853"
2018,10,30,262.47,259.15,264.74,259.06,"122,395"
2018,10,29,260.19,262.82,265.29,259.84,"109,742"
2018,10,26,262.69,267.04,267.04,260.16,"111,378"
2018,10,25,266.72,264.46,267.09,262.97,"120,407"
2018,10,24,271.36,274.07,274.24,270.64,"99,127"
2018,10,23,272.54,277.31,277.57,270.72,"88,689"
2018,10,22,279.4,276.78,279.89,275.99,"62,448"
2018,10,19,278.63,275.08,279.03,273.81,"74,645"
2018,10,18,277.48,278.73,280.01,277.3,"68,805"
2018,10,17,280.05,280.07,281.99,279.1,"75,388"
2018,10,16,276.9,278.73,279.52,276.22,"60,611"
2018,10,15,277.19,278.35,278.91,276.49,"73,194"
2018,10,12,279.37,275.82,281.26,275.43,"101,672"
2018,10,11,275.15,281.52,282.65,275.15,"144,522"
2018,10,10,287.85,290.23,290.37,286.92,"117,740"
2018,10,8,289.91,290.02,292.29,289.91,"69,772"
2018,10,5,291.28,291.42,292.66,289.33,"93,625"
2018,10,4,291.78,296.42,296.42,291.26,"107,327"
2018,10,2,296.53,300.2,300.93,296.36,"86,569"
2018,10,1,300.17,301.55,301.97,299.3,"77,258"
2018,9,28,300.51,302.53,302.64,299.83,"111,432"
2018,9,27,302.59,299.54,302.6,299.54,"120,499"
2018,9,21,300.81,299.84,300.81,298.9,"124,342"
2018,9,20,299.04,297.47,300.45,297.12,"97,943"
2018,9,19,296.64,297.63,297.72,295.5,"94,195"
2018,9,18,296.1,293.06,296.51,293.03,"77,065"
2018,9,17,295.23,296.7,296.74,294.14,"64,925"
2018,9,14,297.29,295.19,297.38,295.04,"83,089"
2018,9,13,292.42,292.5,293.42,291.78,"98,537"
2018,9,12,292.35,292.74,293.29,290.89,"87,629"
2018,9,11,292.46,293.42,294.75,291.49,"83,407"
2018,9,10,293.7,292.37,294.06,292.25,"84,204"
2018,9,7,292.86,292.26,293.79,290.69,"90,386"
2018,9,6,294.28,294.23,295.82,293.62,"79,880"
2018,9,5,294.96,297.89,298.4,294.37,"81,062"
2018,9,4,298.8,297.72,299.2,296.86,"64,654"
2018,9,3,297.49,299.15,299.28,296.85,"64,699"
2018,8,31,300.07,296.49,300.07,296.09,"107,570"
2018,8,30,298.05,298.44,299.99,297.37,"80,676"
2018,8,29,298.05,297.31,298.23,296.63,"81,224"
2018,8,28,297.22,298.67,298.95,296.6,"84,393"
2018,8,27,296.83,296.21,297.34,295.3,"85,301"
2018,8,24,295.54,293.26,295.91,292.53,"70,164"
2018,8,23,294.29,294.21,294.37,292.39,"73,748"
2018,8,22,293,292.45,293.83,291.93,"81,676"
2018,8,21,291.93,288.51,292.41,287.94,"79,696"
2018,8,20,288.61,289.78,290.93,288.15,"74,150"
2018,8,17,288.57,288.57,289.35,287.78,"67,286"
2018,8,16,288.24,287.1,289.05,285.42,"93,688"
2018,8,14,291.08,290.03,291.64,289.61,"75,903"
2018,8,13,289.85,291.21,292.09,288.11,"94,719"
2018,8,10,293.64,295.93,296.1,293.05,"94,305"
2018,8,9,297.41,297.23,297.41,295.61,"87,043"
2018,8,8,297.19,297.97,298.46,296.78,"76,314"
2018,8,7,297.18,295.79,297.38,294.37,"70,324"
2018,8,6,295.24,295.79,297.37,294.78,"70,149"
2018,8,3,295.61,294.45,295.85,293.59,"63,189"
2018,8,2,293.55,298.25,298.54,292.89,"75,898"
2018,8,1,298.69,298.32,299.96,298.06,"70,926"
2018,7,31,297.45,297.01,297.79,296.14,"71,873"
2018,7,30,297.29,297.01,298,295.99,"66,416"
2018,7,27,297.78,297.29,297.88,296.21,"71,328"
2018,7,26,296.95,296.2,298.22,295.11,"93,045"
2018,7,25,294.85,295.99,297.17,294.29,"85,722"
2018,7,24,295.49,294.92,296.05,293.28,"99,972"
2018,7,23,294.56,296.81,296.81,293.8,"87,894"
2018,7,20,296.95,295.78,297.52,294.05,"76,112"
2018,7,19,295.9,297.71,297.94,295.52,"85,404"
2018,7,18,296.47,299.2,300.24,296.08,"78,882"
2018,7,17,296.88,297.46,298.15,295.74,"77,992"
2018,7,16,297.37,298.71,299.56,297.06,"69,364"
2018,7,13,298.65,295.88,298.99,295.86,"88,560"
2018,7,12,294.41,294.94,296.63,293.77,"94,349"
2018,7,11,294.43,293.8,295.27,291.77,"102,397"
2018,7,10,296.19,297.14,297.99,295.84,"74,328"
2018,7,9,295.2,293.88,296.63,292.58,"80,243"
2018,7,6,293.11,292.04,294.73,290.09,"100,948"
2018,7,5,291.63,292.12,293.6,289.9,"64,861"
2018,7,4,292.26,293.54,294.63,291.87,"67,010"
2018,7,3,293.35,294.89,295.06,290.89,"88,703"
2018,7,2,292.93,299.12,300.04,292.93,"93,228"
2018,6,29,299.66,299.37,300.28,295.97,"91,793"
2018,6,28,298.26,299.91,300.83,297.72,"88,459"
2018,6,27,302.25,302.73,304.29,301.92,"100,171"
2018,6,26,302.76,300.3,303.83,299.5,"95,031"
2018,6,25,303.37,302.77,303.99,300.69,"83,139"
2018,6,22,303.69,298.81,303.72,298.71,"92,739"
2018,6,21,301.02,304.06,305.04,301.02,"101,197"
2018,6,20,304.02,302.95,305.69,301.83,"104,269"
2018,6,19,301.35,304.92,305.79,300.74,"117,682"
2018,6,18,305.35,308.73,308.95,303.77,"121,133"
2018,6,15,308.73,312.43,312.55,308.71,"127,404"
2018,6,14,311.2,314.6,314.82,311.03,"147,740"
2018,6,12,316.84,317.81,318.3,316.21,"122,233"
2018,6,11,317.22,315.24,317.35,314.24,"103,065"
2018,6,8,314.97,316.94,317.25,314.53,"103,098"
2018,6,7,317.67,317.94,319.19,317.03,"108,023"
2018,6,5,315.76,315.12,316.07,312.83,"105,958"
2018,6,4,314.84,313.7,315.46,313.26,"104,433"
2018,6,1,313.22,310.13,314.14,309.87,"120,951"
2018,5,31,310.92,312.01,312.26,309.84,"228,470"
2018,5,30,309.26,314.64,315.2,308.07,"135,724"
2018,5,29,316.2,318.7,319.4,316.18,"117,360"
2018,5,28,318.99,318.37,319.99,318.04,"147,738"
2018,5,25,318.05,315.92,318.88,315.43,"130,285"
2018,5,24,317.48,318.93,319.46,316.55,"83,137"
2018,5,23,318.31,316.45,319.04,316.01,"122,345"
2018,5,21,316.25,315.74,317.19,313.45,"96,768"
2018,5,18,315.37,315.5,315.8,314.46,"83,886"
2018,5,17,314.29,317.33,317.77,314.29,"107,626"
2018,5,16,315.97,313.81,316.62,313.78,"129,023"
2018,5,15,314.94,317.73,318.35,314.57,"128,387"
2018,5,14,317.72,318.93,319.5,317.09,"141,539"
2018,5,11,318.51,318.03,319.7,317.86,"112,400"
2018,5,10,317.31,316.51,317.34,315.11,"120,901"
2018,5,9,314.42,315.93,316.08,312.6,"123,611"
2018,5,8,315.87,317.79,319.53,314.95,"141,253"
2018,5,4,316.75,320.56,321,316.75,"173,912"
2018,5,3,320.55,322.83,322.95,320.55,"117,280"
2018,5,2,322.53,323.56,323.97,321.99,"158,304"
2018,4,30,323.56,321.93,323.58,321.66,"139,570"
2018,4,27,320.8,321.39,322.93,319.43,"92,190"
2018,4,26,318.08,315.55,319.06,314.95,"91,036"
2018,4,25,313.99,313.09,314.43,312.1,"82,175"
2018,4,24,315.86,318.24,318.3,314.43,"94,691"
2018,4,23,317.89,317.32,318.28,316.5,"108,889"
2018,4,20,317.89,318.6,319.39,317.29,"104,385"
2018,4,19,320.12,319.26,320.68,318.47,"116,870"
2018,4,18,318.64,316.58,319.28,316.55,"93,162"
2018,4,17,314.64,315.44,316.48,313.95,"73,082"
2018,4,16,315.17,316.45,316.53,314.14,"69,234"
2018,4,13,314.86,314.42,315.71,313.77,"92,859"
2018,4,12,313.22,313.92,314.69,312.99,"95,163"
2018,4,11,312.94,314.83,315.45,312.44,"108,374"
2018,4,10,313.94,312.53,314.77,309.58,"91,826"
2018,4,9,313.45,310.88,313.88,310.86,"101,643"
2018,4,6,311.61,310.39,312.32,309.73,"107,254"
2018,4,5,313.04,311.12,314.53,310.3,"103,602"
2018,4,4,308.54,314.21,314.21,308.33,"139,804"
2018,4,3,313.38,311.03,313.38,309.91,"132,269"
2018,4,2,314,315.56,317.07,313.62,"85,963"
2018,3,30,314.61,316.19,316.92,314.59,"111,256"
2018,3,29,313.82,312.03,314.45,310.8,"85,494"
2018,3,28,311.81,312.54,313.06,310.35,"95,208"
2018,3,27,316.34,317.22,317.39,315.24,"86,173"
2018,3,26,314.89,311.93,314.89,309.85,"82,454"
2018,3,23,312.42,316.6,317.13,311.78,"102,461"
2018,3,22,323.32,322.97,324.72,321.8,"91,617"
2018,3,21,321.6,322.19,322.85,321.46,"72,018"
2018,3,20,321.79,317.79,321.8,317.66,"65,015"
2018,3,19,320.35,322.57,322.8,319.72,"73,051"
2018,3,16,322.88,322.94,323.42,320.3,"75,857"
2018,3,15,322.74,322.06,323.44,319.76,"70,222"
2018,3,14,321.99,320.72,322.27,320.39,"76,075"
2018,3,13,322.98,320.98,322.98,320.37,"96,757"
2018,3,12,320.7,321.32,321.86,319.69,"93,547"
2018,3,9,317.67,316.06,320.47,314.87,"108,413"
2018,3,8,314.78,313.62,314.78,311.04,"92,592"
2018,3,7,311.14,311.57,314.11,309.11,"97,307"
2018,3,6,310.46,308.15,310.65,306.95,"87,806"
2018,3,5,304.58,308.39,308.79,304.46,"66,487"
2018,3,2,308.35,310.11,310.42,306.88,"83,585"
2018,2,28,312.86,315.89,317.42,312.75,"94,901"
2018,2,27,316.83,319.52,320.71,316.83,"69,195"
2018,2,26,317.34,318.49,318.6,316.12,"86,346"
2018,2,23,316.81,313.89,316.81,313.89,"74,327"
2018,2,22,312.17,312.72,313.49,311.13,"65,202"
2018,2,21,314.47,313.14,314.95,310.99,"61,421"
2018,2,20,312.83,315.19,315.73,312.2,"56,032"
2018,2,19,316.61,318.42,318.8,314.51,"70,084"
2018,2,14,314.4,313.33,315.53,312.81,"69,233"
2018,2,13,310.87,310.45,314.15,309.23,"86,757"
2018,2,12,308.13,306.91,309.65,305.17,"84,614"
2018,2,9,304.83,303.54,306.34,303.47,"103,309"
2018,2,8,311.62,310.84,314.24,309.95,"111,638"
2018,2,7,310.48,322.06,322.1,310.47,"106,916"
2018,2,6,318.01,316.62,319.15,312.62,"126,683"
2018,2,5,323.29,322.05,324.64,320.6,"101,936"
2018,2,2,327.01,332.69,332.69,326.3,"100,574"
2018,2,1,333.36,335.06,335.66,332.93,"92,493"
2018,1,31,333.38,332.38,338.48,331.65,"113,799"
2018,1,30,333.4,336.62,337.88,333.4,"109,651"
2018,1,29,338.05,337.28,339.27,337.05,"121,234"
2018,1,26,335.38,333.75,335.38,332.51,"112,867"
2018,1,25,334.08,330.67,334.5,330.6,"124,683"
2018,1,24,330.91,330.37,332.44,329.86,"89,710"
2018,1,23,330.93,327.42,330.93,327.17,"102,543"
2018,1,22,326.27,328.78,328.84,324.56,"80,821"
2018,1,19,329.52,329.81,330.55,328.51,"94,694"
2018,1,18,329.13,331.03,331.88,328.77,"94,897"
2018,1,17,329.19,329.31,330.21,328.03,"95,197"
2018,1,16,330.02,327.44,330.5,326.65,"107,816"
2018,1,15,327.39,328.57,328.94,326.21,"98,450"
2018,1,12,326.72,327.34,327.5,324.22,"143,377"
2018,1,11,325.67,326.92,327.98,325.07,"120,938"
2018,1,10,327.61,330.87,330.97,327.07,"140,728"
2018,1,9,330.25,330.67,332.7,328.53,"100,984"
2018,1,8,331.28,330.83,331.65,328.47,"88,480"
2018,1,5,328.97,326.06,329.03,325.78,"96,164"
2018,1,4,324.58,329.52,329.52,324.58,"106,565"
2018,1,3,327.13,327.13,328.37,326.56,"109,848"
2018,1,2,326,325.73,326.45,324.3,"70,744"
2017,12,28,324.74,320.63,324.74,320.34,"68,940"
2017,12,27,320.25,318.18,320.25,316.9,"74,283"
2017,12,26,318.89,322.14,323.43,318.89,"87,523"
2017,12,22,321.21,320.86,321.89,319.55,"81,170"
2017,12,21,319.72,325.82,325.88,319.72,"86,541"
2017,12,20,325.79,326.2,327.51,325.55,"66,252"
2017,12,19,326.76,327.62,329.43,325.82,"86,085"
2017,12,18,326.6,327.09,327.16,325.64,"103,731"
2017,12,15,326.23,327.39,328.34,325.36,"128,653"
2017,12,14,324.74,327,331.22,324.74,"134,155"
2017,12,13,326.18,324.14,326.58,323.13,"90,540"
2017,12,12,324.07,325.15,325.26,323.27,"91,125"
2017,12,11,325.09,325.13,325.4,323.34,"90,621"
2017,12,8,324.68,324.84,325.38,323.42,"125,460"
2017,12,7,323.59,325.31,325.53,322.39,"128,719"
2017,12,6,324.52,329.48,329.51,324.52,"129,648"
2017,12,5,329.61,326.77,330.17,326.34,"97,570"
2017,12,4,328.77,326.31,328.77,324.88,"91,083"
2017,12,1,324.78,326.85,326.85,324.5,"82,200"
2017,11,30,325.25,328.45,329.55,324.82,"121,248"
2017,11,29,330.68,331.41,332.22,330.04,"67,852"
2017,11,28,330.99,330.19,331.58,328.51,"93,026"
2017,11,27,329.53,335.24,335.61,329.47,"91,208"
2017,11,24,335.44,334.77,335.44,333.86,"73,264"
2017,11,23,334.51,335.66,335.89,333.99,"71,016"
2017,11,22,335.49,335.93,337.05,334.62,"114,422"
2017,11,21,333.51,333.78,334.92,332.7,"123,280"
2017,11,20,332.92,334.43,335.18,332.26,"76,768"
2017,11,17,334.18,336.05,338.04,334.18,"92,925"
2017,11,16,334.36,332.75,334.92,331.84,"82,134"
2017,11,15,332.17,333.39,333.6,331.36,"112,557"
2017,11,14,333.62,334.63,334.73,333.13,"94,188"
2017,11,13,334.33,336.63,337.34,333.73,"91,507"
2017,11,10,335.96,335.64,336.69,334.63,"86,246"
2017,11,9,337.14,338.55,338.59,334.99,"108,972"
2017,11,8,337.8,335.2,338.9,335.02,"114,009"
2017,11,7,336.76,337.23,338.35,336,"114,245"
2017,11,6,337.4,338.66,339.01,334.53,"77,983"
2017,11,3,338.83,339.08,339.12,336.16,"75,756"
2017,11,2,337.53,339.33,339.59,336.83,"86,219"
2017,11,1,338.76,335.67,338.76,335.6,"93,840"
2017,10,31,333.57,330.05,334.4,329.66,"97,635"
2017,10,30,330.38,331.72,331.72,329.62,"90,392"
