year,month,day,close,start,high,low,volume
2015,11,6,250.25,251.53,252.05,249.8,"76,265"
2015,11,5,251.79,251.77,252.13,250.58,"60,050"
2015,11,4,252.33,252.74,253.22,251.11,"60,766"
2015,11,3,252.12,251.44,252.94,251.33,"92,475"
2015,11,2,250.6,249.86,250.66,249.33,"61,868"
2015,10,30,249.41,249.2,250.87,248.83,"76,798"
2015,10,29,248.93,251.19,253.41,248.85,"138,191"
2015,10,28,249.79,250.03,250.03,248.33,"87,705"
2015,10,27,250.04,249.52,250.18,248.71,"64,324"
2015,10,26,250.36,250.58,250.63,249.38,"67,719"
2015,10,23,249.41,249.82,251.32,248.97,"80,981"
2015,10,22,247.22,249.04,249.43,246.69,"89,012"
2015,10,21,249.25,248.4,250.59,247.93,"83,572"
2015,10,20,248.53,247.57,248.72,247.07,"78,290"
2015,10,19,247.47,247.49,248.19,246.44,"54,635"
